geonameid,name,asciiname,alternatenames,latitude,longitude,country_code,population,timezone,tz_offset_min,metro_tier,slug,bbox_wkt
1788572,Xinxiang,Xinxiang,"Hsin-hsiang,Hsin-hsiang-hsien,Hsin-hsiang-shih,Hsinghsiang,Nangandao,Sin'sjan,Singsieng,Sinsiang-hsien,Xinxiang,nan gan dao,Синьсян,南干道",35.19033,113.80151,CN,1047088,Asia/Shanghai,480,3,xinxiang-cn,
1786746,Yichun,Yichun,"Gi-chhun-chhi,Gî-chhun-chhī,I-cchun,I-ch'un,I-ch'un-chen,I-ch'un-hsien,I-ch’un,I-ch’un-chen,I-ch’un-hsien,I-čchun,Ichun',Nghi Xuan,Nghi Xuân,Ngi-chung,Ngì-chŭng,Ni-chhun-su,Nî-chhûn-sṳ,YIC,Yichun,Yichun Shi,Yichun i Jiangxi,Yuan-chou,Yuanchow,Yuen-chow-fu,Yüan-chou,Yüanchow,ichun si,ychan,yi chun,yi chun shi,yyshwn  jyangshy,Ичунь,یچان,ییشون، جیانگشی,宜春,宜春市,이춘 시",27.83333,114.4,CN,1045952,Asia/Shanghai,480,3,yichun-cn,
1668399,Taichung,Taichung,"GJai Trung,Kota Taichung,RMQ,Tai-tiong-chhi,Taichung,Taicungas,Taizhong,Taizhong Shi,Taičungas,Tajchzhun,Tajcungo,Tajzhun,Tajĉungo,Taychun,Tchaj-cung,Tchaj-čung,Teyjong shehiri,Thoi-chung-su,Thòi-chûng-sṳ,Tâi-tiong-chhī,tai zhong,tai zhong shi,taijung si,tay shangh,Đài Trung,Тайжун,Тайчжун,تاي شانغ,台中,台中市,臺中市,타이중 시",24.1469,120.6839,TW,1040725,Asia/Taipei,480,3,taichung-tw,
2335953,Jos,Jos,"Dzhos,Dzos,Dżos,JOS,Jos,joseu,josu,jws,jws  nayjyrya,qiao si,Џос,Джос,Йос,جوس,جوس، نائجیریا,ジョス,乔斯,조스",9.92849,8.89212,NG,1040000,Africa/Lagos,60,3,jos-ng,
2322911,Sokoto,Sokoto,"SKO,Socoto,Sokotas,Sokoto,Sokoto stad,Sókótó,sokoto,suo ke tuo,Сокото,სოკოტო,ソコト,索科托,소코토",13.06269,5.24322,NG,1040000,Africa/Lagos,60,3,sokoto-ng,
2530335,Tangier,Tangier,"TNG,Tanger,Tangeri,Tangero,Tangier,Tangiers,Tanzher,Tanĝero,Tingis,Tànger,Tánger,Tânger,tan ji ya,tnjt,Тангер,Танжер,طنجة,坦幾亞",35.76727,-5.79975,MA,1035141,Africa/Casablanca,60,3,tangier-ma,
1254745,Teni,Teni,"Teni,Theni,Tkheni,Тхени",10.01115,77.47772,IN,1034724,Asia/Kolkata,330,3,teni-in,
1790353,Xianyang,Xianyang,"Ham Duong,Ham-iong-chhi,Hang-iong,Hsien-yang,Hsien-yang-hsien,Hsien-yang-shih,Hszienjang,Hàm Dương,Hàng-iòng,Hâm-iông-chhī,San'jan,Sianjangas,Sien-jang,Sienjan,Sienyanghsien,Sjan'jan,Sjanjang,Sjanjango,Syanyan,Xianyang,Xianyang Shi,seiy n hyang,shyanyang,syen-yang si,xian yang,xian yang shi,Ŝjanjango,Саньян,Сиенян,Сяньян,Сјанјанг,شیانیانگ,شیان‌یانگ,เสียนหยาง,咸阳,咸阳市,咸陽,咸陽市,셴양 시",34.33778,108.70261,CN,1034081,Asia/Shanghai,480,3,xianyang-cn,
3996069,Mexicali,Mexicali,"MXL,Mekhikali,Meksikalis,Mexicali,Mexicali i Baja California,Mexicalo,Mexihcali,Mexikali,me khi kali,megsikalli,mehikari,mkhykaly,mksykaly,mo xi ka li,mqsyqly,myksykaly,Μεξικάλι,Мехикали,Мехікалі,מקסיקלי,مخیکالی,مكسيكالي,میکسیکالی,เมคีกาลี,მეხიკალი,メヒカリ,墨西卡利,멕시칼리",32.62781,-115.45446,MX,1032686,America/Tijuana,-420,3,mexicali-mx,
2255414,Pointe-Noire,Pointe-Noire,"PNR,Pointe-Noire,Puehnt-Nuar,Puent Nuaras,puaengteunualeu,Пуэнт-Нуар,푸앵트누아르",-4.77609,11.86352,CG,1032000,Africa/Brazzaville,60,3,pointe-noire-cg,
3395981,Maceió,Maceio,"MCZ,Macayo,Maceio,Maceió,Masejas,Masejo,Maseyo,Maçayó,ma sai yue,ma se xo,masayw,mase'i'o,maseio,masyyw,msyyʼw,Масейо,Масејо,מסייאו,ماسئیو,ماسايو,মাসেইও,มาเซโอ,მასეიო,マセイオ,马塞约,마세이오",-9.66583,-35.73528,BR,1031597,America/Maceio,-180,3,maceio-br,
3467865,Campinas,Campinas,"CPQ,Campinas,Campinas e Regiao,Campinas e Região,Conceicao de Campinas,Conceição de Campinas,Kampinas,Kampinasas,Kampino,Regiao de Campinas,Região de Campinas,kamapinasa,kambynas,kampinaseu,kan pi na si,kanpinasu,kmpynas,Кампинас,Кампінас,קמפינאס,كامبيناس,کمپیناس,কামপিনাস,კამპინასი,カンピーナス,坎皮纳斯,캄피나스",-22.90556,-47.06083,BR,1031554,America/Sao_Paulo,-180,3,campinas-br,
1796556,Sanya,Sanya,"SYX,Sam-a-chhi,Sam-a-chhī,Sama,Samah,San'ja,San-ah,San-ja,San-ya-chen,San-ya-chiang,San-ya-chiang-shih,Sang-a,Sanj,Sanya,Senya shehiri,Săng-ā,Tam A,Tam Á,Ya Xian,Ya-hsien,Yai-hsien,Yehsien,san ya,san ya shi,sanya,ssan-ya si,Санья,سانيا,سانیا,ซานย่า,སན་ཡ་གྲོང་ཁྱེར།,三亚,三亚市,三亜市,三亞,싼야 시",18.25435,109.50947,CN,1031396,Asia/Shanghai,480,3,sanya-cn,
1185188,Rangpur,Rangpur,"Kotwali,Kotwāli,Mosque Rangpur,RAU,Rangpur,Rangpur City,Rangpuras,Rongpur,lang bu er shi,langpuleu,rampura,ranpuru,Рангпур,رنگپور شہر,রংপুর,ランプル,朗布尔市,랑푸르",25.74664,89.25166,BD,1031388,Asia/Dhaka,360,3,rangpur-bd,
94787,Kirkuk,Kirkuk,"KIK,Karkh Slukh,Karkuk,Karkúk,Karkūk,Kerkouk,Kerkuek,Kerkuk,Kerkûk,Kerkük,Kirkoek,Kirkouk,Kirkuk,Kirkukas,Kirkúk,Kirkūk,Kərkük,ji er ku ke,khir khuk,kileukukeu,kirukuku,krk slwk,krkwk,kyrkwk,Κιρκούκ,Киркук,Кіркук,Кәркүк,Քիրքուք,כירכוכ,كركوك,كه‌ركووك,كەركوك,کرکوک,کەرکووک,ܟܪܟ ܣܠܘܟ,കിർകുക്ക്,คีร์คูก,კირკუკი,キルクーク,基爾庫克,키르쿠크",35.46806,44.39222,IQ,1031000,Asia/Baghdad,180,3,kirkuk-iq,
1269633,Jabalpur,Jabalpur,"Dzabalpur,Dzabalpuras,Dzhabalpur,Dzsabalpur,Dżabalpur,Džabalpur,Džabalpuras,Gabalpuro,JLR,Jabalpur,Jubbulpore,gu ba er pu er,jabalapura,jabalapuram,jabalpuleu,jabalpur,jabarupuru,japalpur,jbl pwr,jblbwr,Ĝabalpuro,Џабалпур,Джабалпур,Ջաբալպուր,جبال‌پور,جبل پور,جبلبور,जबलपुर,जबलपुरम्,জবলপুর,જબલપુર,ଜାବାଲପୁର,ஜபல்பூர்,జబల్పూర్,ജബൽ‌പൂർ,ჯაბალპური,ジャバルプル,贾巴尔普尔,자발푸르",23.16697,79.95006,IN,1030168,Asia/Kolkata,330,3,jabalpur-in,
1185186,Comilla,Comilla,"CLA,Comilla,Komila,Komilla,Komille,Kumilla,Kumillā,khu mi l la,komilla,kumilla,kumirra,kwmyla,Комилла,Комилле,کومیلا,कोमिल्ला,কুমিল্লা,คูมิลลา,クミッラ",23.46186,91.18503,BD,1030000,Asia/Dhaka,360,3,comilla-bd,
1795874,Shaoguan,Shaoguan,"Ch'u-chiang,Ch'u-chiang-hsien,Chao-kuan,Ch’ü-chiang,Ch’ü-chiang-hsien,HSC,Kakong,Kiukianghsien,Kukiang,Kukong,Kukong-hsien,Kükiang,Kükong,Kükong-hsien,Sao-kuan,Saoguan,Seu-koan-su,Shao-chou,Shao-kuan,Shaoguan,Shaoguan',Shaokwan,Shiuchow,Shiukuan,Siau-koan-chhi,Sieu-guang,Siâu-koan-chhī,Sièu-guăng,Sèu-kôan-sṳ,Thieu Quan,Thiều Quan,saogwan si,shao guan,shao guan shi,shawgwan,Ŝaoguan,Šao-kuan,Шаогуан,Шаогуань,שאוגואן,شاؤگوآن,شاوگوان,韶关,韶关市,韶関市,韶關,韶關市,사오관 시",24.8,113.58333,CN,1028460,Asia/Shanghai,480,3,shaoguan-cn,
1270396,Howrah,Howrah,"Haora,Haura,Hawrah,Howrah,Hāora,ha'ora,haura,হাওড়া,ハウラー,ハーウラー",22.57688,88.31857,IN,1027672,Asia/Kolkata,330,3,howrah-in,
1258980,Raipur,Raipur,"RPR,Raipur,Raipura,Raipuras,Rajpur,Rajpuro,Rayapura,Raypur,Rájpur,lai bu er,laipuleu,ra'ipura,raipuru,ray pwr,rayapura,raybwr,rayppur,raypur,Райпур,Рајпур,Ռայպուր,رائے پور,رايبور,رای پور,رای‌پور,راۓپور,रायपुर,रायपूर,রাইপুর,রায়পুর,ਰਾਇਪੁਰ,રાયપુર,ରାୟପୁର,ராய்ப்பூர்,రాయ్‌పుర్,ರಾಯ್ಪುರ್,റായ്‌പൂർ,რაიპური,ラーイプル,賴布爾,라이푸르",21.23333,81.63333,IN,1027264,Asia/Kolkata,330,3,raipur-in,
5392171,San Jose,San Jose,"Iosephopolis,Pueblo De Alvarado,Pueblo De San Jose De Guadalupe,SJC,San Chose,San Choze,San Chozė,San Jose,San Jose De Alvarado,San Jose De Guadalupe *,San Jose i California,San José,San Khose,San Khoze,San Xose,San Xosé,San-Joseo,San-Khaseh,San-Khose,San-Xose,Sanhose,Sanhosē,can hoce,sa n jwz,saeneojei,saina hoze,san hwzyh,san ose,san'noze,san-khose,sana hose,sana hoze,sanhose,sena hoje,sheng he xi,sn hwzh,sn‌khwzh  kalyfrnya,syana hose,Σαν Χοσέ,Сан Хозе,Сан Хосе,Сан-Хасэ,Сан-Хосе,Սան Խոսե,סן חוזה,سا ن جوز,سان هوزيه,سان ہوزے، کیلیفورنیا,سن‌خوزه، کالیفرنیا,सान होसे,सॅन होजे,सैन होज़े,স্যান হোসে,ਸਾਨ ਹੋਜ਼ੇ,સાન હોસે,சான் ஹொசே,శాన్ ఓసె,ಸ್ಯಾನ್‌ ಜೋಸ್‌‌,แซนโฮเซ,სან-ხოსე,サンノゼ,聖荷西,산호세,새너제이",37.33939,-121.89496,US,1026908,America/Los_Angeles,-420,3,san-jose-us,
1846326,Changwon,Changwon,"Cangvonas,Cangvono,Cchangwon,Ch'angwon,Ch'angwŏn,Changuon,Changwon,Chanvon,Chkhanvon,Ch’angwŏn,Cshangvon,Sangwon,Shogen,Shōgen,chang yuan,chang yuan shi,chang-wonsi,changwn,changwwn,tshanghwwn,zngwwn,Ĉangvono,Čangvonas,Čchangwon,Чанвон,Чангуон,Чханвон,צנגוון,تشانغوون,چانگون,چانگوون,چانگ‌وون,昌原,昌原市,창원시",35.22806,128.68111,KR,1025702,Asia/Seoul,540,3,changwon-kr,
1802276,Longyan,Longyan,"LCX,Leng-na-chhi,Liung-ngam-su,Liùng-ngâm-sṳ,Long Nham,Longyan,Longyan Shi,Longyen shehiri,Lung-jen,Lung-ngang,Lung-yen,Lung-yen-hsien,Lungyenchow,Lunujan',Lêng-nâ-chhī,Lṳ̀ng-ngàng,langyan,long yan,long yan shi,lung-yen si,lwnghyan,lwngyan,Лунъянь,لانگیان,لونغيان,لونگیان,竜岩,竜岩市,龍岩,龍岩市,龙岩,龙岩市,룽옌 시",25.07485,117.01775,CN,1025087,Asia/Shanghai,480,3,longyan-cn,
2964574,Dublin,Dublin,"Baile Atha Cliath,Baile Átha Cliath,Ciuda de Dublin,Ciudá de Dublín,DUB,Dablin,Diblin,Difelin,Divlyn,Doublino,Dublin,Dublin city,Dublina,Dublinas,Dublini,Dublino,Dublinu,Dublín,Dublîn,Dueblin,Dulenn,Dulyn,Dyflinn,Düblin,Eblana,dabalina,dablin,dablina,daburin,dbln,dblyn,deobeullin,dou bai lin,dublini,dwblyn,taplin,Δουβλίνο,Даблин,Дублин,Дублін,Дъблин,Դուբլին,דבלין,דובלין,دبلن,دوبلين,دوبلین,دۇبلىن,ڈبلن,ډبلن,ܕܒܠܢ,डब्लिन,दब्लिन,ডাবলিন,ਡਬਲਿਨ,டப்லின்,ಡಬ್ಲಿನ್,ഡബ്ലിൻ,ดับลิน,དུབ་ལིན།,ဒပ်ဗလင်မြို့,დუბლინი,ደብሊን,ダブリン,都柏林,더블린",53.33306,-6.24889,IE,1024027,Europe/Dublin,60,3,dublin-ie,
1254388,Tiruchirappalli,Tiruchirappalli,"TRZ,Tiruccirappalli,Tiruccsirapalli,Tiruccsirápalli,Tiruchchinappalli,Tiruchchināppalli,Tiruchchirappalli,Tiruchchirāppalli,Tiruchi,Tiruchirapali,Tiruchirapalli,Tiruchirappalli,Tiruchirappal·li,Tirucirapali,Tiruĉirapali,Tiruččiráppalli,Trichinapalli,Trichinopoli,Trichinopoly,Trichy,Trinchinopoly,di lu ji la pa li,tiluchilapalli,tiruccirappalli,tiruchiraparri,tirucirapalli,tirutchirapparri,tricimalaidurgam,trwchraply,tyrwchyrapaly,tyrwchyraply,Тиручирапали,Тируччираппалли,Тіручірапаллі,تروچراپلی,تيروچيراپلي,تیروچیراپالی,ٹyrwchyrapaly,ٹیروچیراپالی,ट्रिचिमलैदुर्गम्,तिरुचिरापल्ली,तिरुचिरापळ्ळि,তিরুচিরাপল্লী,திருச்சிராப்பள்ளி,ತಿರುಚ್ಚಿರಾಪ್ಪಳ್ಳಿ,തിരുച്ചിറപ്പള്ളി,ティルチラーパッリ,ティルッチラーッパッリ,蒂魯吉拉帕利,티루치라팔리",10.8155,78.69651,IN,1022518,Asia/Kolkata,330,3,tiruchirappalli-in,
1786217,Yongzhou,Yongzhou,"LLF,Langlin,Lingling,Yongzhou,Yung-chou,Yung-chow-fu,Yungchow,Yǒngzhōu,yong zhou,yong zhou shi,yungjeou si,永州,永州市,융저우 시",26.42389,111.61306,CN,1020715,Asia/Shanghai,480,3,yongzhou-cn,
5913490,Calgary,Calgary,"Calgaria,Calgary,Kalgari,Kalgario,Kalgaris,Kalgary,Kalnkari,Kalqari,Kelgery,YYC,ka er jia li,ka jia li,kaelgeoli,kailagari,kalgari,kalghary,kalgry,kalkari,karugari,kelgari,klgry,kyalgari,kylgry,qlgry,Κάλγκαρι,Калгари,Калгары,Калгарі,Կալգարի,קלגרי,كالغاري,کالگری,کلگری,کیلگری,कॅल्गारी,कैलगरी,ਕੈਲਗਰੀ,கால்கரி,కాల్గరీ,ಕ್ಯಾಲ್ಗರಿ,แคลกะรี,ကယ်လ်ဂရီမြို့,კალგარი,カルガリー,卡加利,卡尔加里,캘거리",51.05011,-114.08529,CA,1019942,America/Edmonton,-360,3,calgary-ca,
2800866,Brussels,Brussels,"An Bhruiseil,An Bhruiséil,BRU,Brasels,Breissel,Brisel,Brisele,Briuselis,Brjuksel,Brjusel',Brjussel',Brueksel,Bruessel,Bruesszel,Bruiseal,Bruksel,Bruksela,Brukseli,Brukselo,Brusehl',Brusel,Brusela,Bruselas,Bruseles,Bruselj,Bruselo,Brusel·les,Brussel,Brussele,Brussels,Brussel·les,Bruxel,Bruxelas,Bruxellae,Bruxelles,Brwsel,Bryssel,Bryusel,Bryxelles,Bréissel,Brüksel,Brüssel,Brüsszel,Citta di Bruxelles,Città di Bruxelles,City of Brussels,Kota Brusel,beulwisel,bi lu xi,braselasa,braselsa,brassels,briuseli,brwksl,brysl,bu lu sai er,buryusseru,Βρυξέλλες,Брисел,Брусэль,Брюксел,Брюсель,Брюссель,Բրյուսել,בריסל,بروكسل,بروکسل,بريۇسسېل,ܒܪܘܟܣܠ,ब्रसेल्स,ব্রাসেলস,บรัสเซลส์,ბრიუსელი,ブリュッセル,布魯塞爾,布鲁塞尔,比律悉,브뤼셀",50.85045,4.34878,BE,1019022,Europe/Brussels,120,3,brussels-be,
1278149,Sambhaji Nagar,Sambhaji Nagar,"Aurangabad,Aurangabad - aurangabada,Aurangabadas,Aurangabado,Aurangâbâd,Aurangābād,Chhatrapati Sambhaji Nagar,IXU,a'orangabada,a'urangabada,aurangabada,aurangabada sahara,aurangabado,awrng abad,awrng‌abad,awrnk abad,Аурангабад,أورنك آباد,اورنگ آباد,اورنگ‌آباد,औरंगाबाद,औरंगाबाद शहर,আউরঙ্গাবাদ,আওরঙ্গাবাদ,アウランガーバード",19.87757,75.34226,IN,1016441,Asia/Kolkata,330,3,sambhaji-nagar-in,
1806535,Huzhou,Huzhou,"HZC,Hu-chou,Hu-chou-shih,Huchow,Huchowfu,Huhinghsien,Huzhou,Huzhou City,Huzhou Shi,Wu-hsing,Wu-hsing-hsien,Wu-hsing-hsien-ch'eng,Wu-hsing-hsien-ch’eng,Wuhing,Wuxing,Wuxing Qu,hu zhou,hu zhou shi,wu xing,wu xing qu,吴兴,吴兴区,湖州,湖州市",30.8703,120.0933,CN,1015937,Asia/Shanghai,480,3,huzhou-cn,
698740,Odesa,Odesa,"Adehsa,Ades,Juzhnaja stolica,Khadjibey,Khadzhibej,Kocjubiiv,ODS,Odesa,Odesa-mama,Odess,Odessa,Odessa osh,Odessae,Odesse,Odessos,Odessus,Odessza,Odissos,Oděsa,Perlina Chornogo morja,Pivdenna Pal'mira,Pivdenna stolicja,Stolica Jumora,Udessa,Zhemchuzhina u morja,ao de sa,awdsa,awdysa,odesa,odessa,Ódessa,ʼwdysʼ,Οδησσός,Адэса,Жемчужина у моря,Коцюбіїв,Одеса,Одесс,Одессæ,Одесса,Одесса ош,Одессе,Перлина Чорного моря,Південна Пальміра,Південна столиця,Столица Юмора,Хаджибей,Южная столица,Օդեսա,אדעס,אודיסא,אודסה,أوديسا,اودسا,اوديسا,اودیسا,ओदेसा,အိုဒက်ဆာမြို့,ოდესა,オデッサ,敖德薩,오데사",46.48572,30.74383,UA,1015826,Europe/Kyiv,180,3,odesa-ua,
472757,Volgograd,Volgograd,"Caricin,Caricyn,Estalingrado,Stalingrad,Stalingrado,Staljingrad,Tsaritsyn,VOG,Valgagrad,Vl'gogradu,Volgograd,Volgograda,Volgogradas,Volgogrado,Volgogradum,Volgográd,Volnkonkrant,Volqoqrad,Wolgograd,Wołgograd,Zarizyn,bolgogeuladeu,fu er jia ge lei,fwlghwghrad,fwljwjrad,volagagarata,volgograda,volgogradi,volkokirat,vuorugogurado,wlgwgrad,wwlgw grad,wwlgwgrad,wwlgwgrd,wxl kok rad,Βόλγκογκραντ,Аһш балһсн,Валгаград,Вльгоградъ,Волгоград,Сталинград,Стаљинград,Царицин,Царицын,Վոլգոգրադ,וולגוגרד,فولجوجراد,فولغوغراد,ولگوگراد,وولگو گراد,وولگوگراد,ڤۆڵگۆگراد,वोल्गोग्राद,ਵੋਲਗਾਗਰਾਤ,வோல்கோகிராட்,වොල්ගාග්‍රාද්,วอลโกกราด,စတာလင်ဂရက်မြို့,ვოლგოგრადი,ヴォルゴグラード,伏尔加格勒,伏爾加格勒,볼고그라드",48.71939,44.50183,RU,1013533,Europe/Volgograd,180,3,volgograd-ru,
379251,Khartoum North,Khartoum North,"Bahri,Khartoum North,bhry,بحري",15.64925,32.53458,SD,1012211,Africa/Khartoum,120,3,khartoum-north-sd,
5946768,Edmonton,Edmonton,"Edmonton,Edmontona,Edmontonas,Edmontono,Edmundopolis,Edmuntun,Ehdmantan,Ehdmonton,Entmonton,YEA,admwntwn,ai de meng dun,aidamatana,edamantana,edeumeonteon,edomonton,etmantan,xe dman tan,Édmonton,Έντμοντον,Едмонтон,Едмънтън,Эдмантан,Эдмонтон,Էդմոնտոն,אדמונטון,إدمونتون,ادمونتون,ایڈمنٹن,एडमंटन,ਐਡਮੰਟਨ,எட்மன்டன்,เอดมันตัน,ཨེ་ཏི་མོན་ཐོན།,ედმონტონი,ᐊᒥᐢᑲᐧᒋᐊᐧᐢᑲᐦᐃᑲᐣ,エドモントン,埃德蒙顿,에드먼턴",53.55014,-113.46871,CA,1010899,America/Edmonton,-360,3,edmonton-ca,
1803936,Wuwei,Wuwei,"Liang-chou,Liang-chow,Liangzhou,Wu-wei-hsien,Wuwei,Wuwei Shi,wu wei,wu wei shi,武威,武威市",37.92672,102.63202,CN,1010295,Asia/Shanghai,480,3,wuwei-cn,
1513157,Namangan,Namangan,"NMA,Namangan,Namanganas,Namangano,Namangán,Nemengan,na ma ngkan,na man gan,namagana,namang-gan,namangan,nmngan,nmnkan,nmnqan,Наманган,Наманған,نمنقان,نمنكان,نمنگان,ਨਮਾਗਾਨ,นามางกาน,ナマンガン,納曼干,나망간",40.9983,71.67257,UZ,1010000,Asia/Tashkent,300,3,namangan-uz,
3947322,Arequipa,Arequipa,"AQP,Arecipa,Arehkipa,Arekip,Arekipa,Arekipo,Arequipa,Arikipa,Ariqipa,a lei ji pa,alekipa,arekipa,arekkippa,arkypa,arykyba,arykypa,xareki pa,Αρεκίπα,Арекипа,Арекіпа,Арэкіпа,ארקיפה,أريكيبا,ارکیپا,اریکیپا,अरेकिपा,அரேக்கிப்பா,อาเรกีปา,არეკიპა,アレキパ,阿雷基帕,아레키파",-16.39889,-71.535,PE,1008290,America/Lima,-300,3,arequipa-pe,
1808857,Hanzhong,Hanzhong,"Chan-cung,Chan-čung,HZG,Han Trung,Han-chung,Han-chung-fu,Han-chung-shih,Han-tiong-chhi,Hang-dung,Hantai,Hantai Qu,Hanzhong,Hanzhong Shi,Hàn-tiong-chhī,Hán Trung,Háng-dṳ̆ng,Khan'chzhun,Khan’chzhun,Nan'chzhen,Nan-cheng,Nan-cheng-hsien,Nan’chzhen,han tai,han tai qu,han zhong,han zhong shi,hanjung si,Ханьчжун,ہانژونگ,汉中,汉中市,汉台,汉台区,漢中,漢中市,한중 시",33.07507,107.02214,CN,1006557,Asia/Shanghai,480,3,hanzhong-cn,
7576887,Hezhou,Hezhou,"Che-cou,Che-čou,Fo-chu-su,Fo-chû-sṳ,Ha Chau,Ho-chiu-chhi,Ho-ciu,Hohcouh,Hô̤-ciŭ,Hō-chiu-chhī,Hạ Châu,Khehchzhou,he zhou,he zhou shi,heojeou si,hyzhw,Хэчжоу,هیژو,ہیژوؤ,ہیژوو,賀州,賀州市,贺州市,허저우 시",24.40357,111.56675,CN,1005490,Asia/Shanghai,480,3,hezhou-cn,
7602670,Zhu Cheng City,Zhu Cheng City,,35.99502,119.40259,CN,1000000,Asia/Shanghai,480,3,zhu-cheng-city-cn,
6943660,Shivaji Nagar,Shivaji Nagar,,18.53017,73.85263,IN,1000000,Asia/Kolkata,330,3,shivaji-nagar-in,
1812101,Dongying,Dongying,"DOY,Dongying,Dongying city,Dun'in,Dungjing,Dunuin,GJong Dinh,Shengli,Shengli Jiedao,Tung-jing,Tung-ying,dong ying,dong ying shi,dung-ing si,sheng li,sheng li jie dao,Đông Dinh,Дунгјинг,Дунъин,Дуньин,东营市,東営市,東營,胜利,胜利街道,둥잉 시",37.46271,118.49165,CN,998968,Asia/Shanghai,480,4,dongying-cn,
1801640,Luzhou,Luzhou,"Khehfehj,LZO,Lo Chau,Lo-chiu-chhi,Lu,Lu-chou,Lu-chou-shih,Lu-ciu,Lu-cou,Lu-hsien,Lu-čou,Luchow,Luchzhou,Ludzhou,Ludzou,Lutsjou,Luzhou,Lô Châu,Lô͘-chiu-chhī,Lù-ciŭ,lu zhou,lu zhou shi,lujeou si,lwjw,lwzhww,Луджоу,Лучжоу,Луџоу,Хэфэй,لوجو,لوژوو,泸州,泸州市,瀘州,瀘州市,루저우 시",28.8903,105.42575,CN,998900,Asia/Shanghai,480,4,luzhou-cn,
1256436,Sholapur,Sholapur,"SSE,Sholapur,Sholāpur,Solapur,Solāpur,solapura,sollapura,sorapuru,Солапур,सोलापूर,ಸೊಲ್ಲಾಪುರ,ソーラープル",17.67152,75.91044,IN,997281,Asia/Kolkata,330,4,sholapur-in,
2542997,Marrakesh,Marrakesh,"Marakes,Marakesh,Marakeso,Marakeŝo,Marakeš,Maraksh,Marrakech,Marrakes,Marrakesch,Marrakesh,Marrakesz,Marraqueix,Marraquexe,Marràqueix,Marrákes,Marrákeš,Merrakex,Morocco City,RAK,ma la ke shen,marakeshu,mraksh,Маракеш,Марракеш,مراكش,ⴰⵎⵓⵔⴰⴽⵓⵛ,マラケシュ,马拉喀什",31.63416,-7.99994,MA,995871,Africa/Casablanca,60,4,marrakesh-ma,
3598132,Guatemala City,Guatemala City,"Cidade da Guatemala,Citta del Guatemala,Città del Guatemala,Ciudad Guatemala,Ciudad de Guatemala,Ciutat de Guatemala,GUA,Guate,Guatemala,Guatemala City,Guatemala Hiria,Guatemala by,Guatemala la Nueva,Guatemala-Stadt,Guatemala-Urbo,Guatemala-stad,Gvatemala,Gvatemalurbo,Gwatemala,New Guatemala,Nueva Guatemala,Nueva Guatemala de la Asuncion,Nueva Guatemala de la Asunción,Pole tes Gouatemalas,Santiago de Guatimala,gua de ma la shi,guatemarashiti,gwatemalla si,gwatemallasiti,kawtemalasiti,mdynt ghwatymala,shhr gwatmala,Πόλη της Γουατεμάλας,Гватемала,גואטמלה סיטי,גוואטמלה סיטי,شهر گواتمالا,مدينة غواتيمالا,กัวเตมาลาซิตี,グアテマラシティ,瓜地馬拉市,과테말라 시,과테말라시티",14.64072,-90.51327,GT,994938,America/Guatemala,-360,4,guatemala-city-gt,
1800779,Meizhou,Meizhou,"Chia-ying,Kaying,MXZ,Mai Chau,Mai Châu,Mehjchzhou,Mei,Mei-ch'eng-chen,Mei-ch’eng-chen,Mei-hsien,Meixian,Meizhou,Meizhou Shi,Mej-cou,Mej-čou,Moi-chiu-su,Mui-chiu-chhi,Mui-ciu,Mòi-chiu-sṳ,Mùi-ciŭ,Mûi-chiu-chhī,mawzhwa,mei zhou,mei zhou shi,meijeou si,myyyzhww,myyzhw,Мэйчжоу,مئیژو,ماوژوا,میئیژوؤ,梅州,梅州市,메이저우 시",24.28859,116.11768,CN,992351,Asia/Shanghai,480,4,meizhou-cn,
1927639,Yueyang,Yueyang,"Juee-jang,Juehjan,Juejang,Jüe-jang,Ngok-yong-su,Ngo̍k-yòng-sṳ,Nhac Duong,Nhạc Dương,YUG,YYA,Yochau,Yochow,Youchou,Youchow,Yueyang,weyang si,yue yang shi,Юэян,岳阳市,岳陽市,웨양 시",29.37455,113.09481,CN,991465,Asia/Shanghai,480,4,yueyang-cn,
1804591,Laiwu,Laiwu,"Chiu-lai-wu,Lai Vu,Lai-bu-chhi,Lai-wu-hsien,Laiwu,Laj-wu,Laju,Lâi-bû-chhī,lai wu,lai wu shi,laiu si,layww,Лайу,لائوو,莱芜市,莱蕪市,萊蕪,라이우 시",36.19278,117.65694,CN,989535,Asia/Shanghai,480,4,laiwu-cn,
1583992,Da Nang,Da Nang,"DAD,Da Nang,Danang,GJa Nang,Tourane,Turan,danan,danang,xian gang,Đà Nẵng,Да Нанг,ダナン,岘港,峴港,다낭",16.06778,108.22083,VN,988561,Asia/Ho_Chi_Minh,420,4,da-nang-vn,
